day,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
2025-09-23,0.5148312042214019,1.0,-1.146759406173587,1.0,1.0
2025-09-24,-0.052777777777777785,1.0,0.3333333333333333,1.0,1.0
2025-09-26,-0.20965884927345485,1.0,0.4950512995105969,1.0,1.0
2025-09-29,0.41942740044129745,1.0,0.600755007166006,1.0,1.0
2025-10-02,0.05052570537153228,0.821401979705941,-0.10344120515008515,1.4867052066239839,2.0
2025-10-03,0.4202200572599405,0.40571909584179366,0.08533549829561521,1.1206826190415249,2.0
2025-10-04,0.5773502691896256,1.0,-0.5589334544476176,1.0,1.0
2025-10-05,0.71481167889197,1.0,-0.7786463338708305,1.0,1.0
2025-10-06,-1.1302671847653702,1.0,-0.8494802398378377,1.0,1.0
2025-10-07,-0.6150804267847477,0.1301449184907788,0.2644140892117606,0.6260620089541978,2.0
2025-10-08,-0.36003066332054645,0.4908397530619015,0.5794624815023645,0.1805162997729869,2.0
2025-10-10,-1.0753581366724199,1.0,1.0692836119067164,1.0,1.0
2025-10-13,-0.2832342382996532,0.8234720891395089,-0.6877973107149614,0.676716531849061,5.0
2025-10-14,0.003665390676739607,0.6433708139998329,0.19540605262768604,0.8576110384224062,14.0
2025-10-15,0.2764631321732944,0.42073164894127535,0.08596093118654713,0.8141575858720429,4.0
2025-10-16,0.2223550989306893,0.899763571266338,0.21566193735175485,0.7436192513708229,3.0
2025-10-17,-0.3300851101309049,0.3897772264129754,0.2548428645882511,0.4280971512628305,4.0
2025-10-18,-0.452521940760008,0.648090125804331,0.4997648231362074,0.21683972466701673,4.0
2025-10-19,0.021064080401427862,0.7061128858864865,0.5337653630736855,0.5369780767790963,4.0
2025-10-20,-0.41496329723989916,0.9049603163345084,0.7832060308701392,0.37868567224020366,4.0
2025-10-21,-0.40966917818258647,0.711625213878539,-0.31469815512092775,0.6896447496566578,6.0
2025-10-22,0.319323281215987,0.21898570603463904,0.05993418128461666,0.6563938407578381,3.0
2025-10-23,-0.3434058087498526,0.9310451979718103,0.1374008605625527,0.8758775785877313,3.0
2025-10-24,0.08809523809523809,1.0,0.40952380952380957,1.0,1.0
2025-10-25,-0.13497907442865306,0.8687998011104286,-0.14649549936466114,0.754521516437252,9.0
2025-10-26,-0.35860782980113304,1.4555697898029951,-0.1411605595917557,0.8423551575148188,4.0
2025-10-27,0.161801431009885,0.17859104872813464,0.297646279099912,1.4364414343484826,3.0
2025-10-28,-0.3424902451755876,1.0750434909306492,-0.7950430584972524,0.24222635799921421,3.0
2025-10-29,0.1572178669893386,0.5399518558686744,-0.31207075275089285,1.5244836624459728,3.0
2025-10-30,0.7071067811865477,1.0,-0.7071067811865477,1.0,1.0
2025-10-31,-0.67429139796062,1.3172444666572523,0.40686830669068497,1.0323986384160881,8.0
2025-11-01,1.1794720477462737,1.0,-0.01530663279105809,1.0,1.0
2025-11-02,0.1617816107543897,0.4623726936786042,-0.2470953451242865,1.3873203220165995,5.0
2025-11-03,-0.1051059685397732,0.3539121896681064,-0.23891547858035747,1.5619514347808152,5.0
2025-11-04,-0.10631624268929776,0.6325226240610202,-0.10661304654324913,1.2760037608411527,4.0
2025-11-05,0.7374194756507988,0.24236150278774285,-0.1678600122588986,0.8835756079842099,2.0
2025-11-06,-0.05994164377609674,1.0531030528461298,0.36438962110804374,0.5232554795540465,7.0
2025-11-07,-0.20170884618300597,0.768364268892992,-0.3252943597811041,0.9384874072743867,5.0
2025-11-08,0.317431549138224,0.7178061837981295,-0.22773988173927967,0.6795642171873781,4.0
2025-11-09,0.15911716196700462,0.4994198067558134,-0.4538964062288348,1.0443916671752262,3.0
2025-11-10,0.17844709257080807,0.5110778485228797,-0.31246456347718954,0.746959136048927,3.0
